Unnamed: 0,ShortName,RegionName,FullName,WebSite,PathToSoft,SoftInfo
56,АНО ВО МГЭУ,г. Москва,Автономная некоммерческая организация высшего образования Московский гуманитарно-экономический университет,http://mgei.ru,https://mgei.ru/distantsionnoe-obuchenie/,"1C, Adobe Acrobat Reader, Anti-Plagiarism System, Bitrix24, Citavi, EndNote, Excel, Google Analytics, Google Meet, Google Workspace, ITSee, Kaspersky Endpoint Security, LibreOffice, MATLAB Simulink, Microsoft Office 365, Microsoft Teams, MindMaster, Moodle, IF&C Oracle Database, Precedence, Quest, Skype, SPSS, VMware, Zoom."
57,"АНО ВО Университет ""МИР""",Самарская область,"Автономная некоммерческая организация высшего образования Самарский университет государственного управления ""Международный институт рынка""",https://www.imi-samara.ru/,https://www.imi-samara.ru/wp-content/uploads/2021/04/Pologenie-o-prakticheskoy-podgotovke.pdf,"Microsoft Office, Autodesk Inventor, Autodesk Revit, Autodesk AutoCAD, PyCharm, Android Studio, Visual Studio, Qt Creator, Git, Microsoft Teams, Google Meet, Zoom, MATLAB, Wolfram Mathematica, SPSS, Adobe Creative Cloud, Cisco Packet Tracer, VirtualBox."
58,АОУ ВО ЛО «ГИЭФПТ»,Ленинградская область,"Автономное образовательное учреждение высшего образования Ленинградской области «Государственный институт экономики, финансов, права и технологий»",http://gief.ru/,https://www.gief.ru/sveden/files/000288.pdf,
59,"МФЮА, Московский финансово-юридический университет МФЮА",г. Москва,Аккредитованное образовательное частное учреждение высшего образования «Московский финансово-юридический университет МФЮА»,https://www.mfua.ru/,https://www.mfua.ru/abitur/aspirant/abiturs/2.3.5.-matematicheskoe-i-programmnoe-obespechenie-vychislitelynyh-sistem-kompleksov-i-kompyyuternyh-setey_527.html,"MATLAB, matplotlib, SNOPT, Gnuplot, Oracle Database, Microsoft Azure, Sans heedcourtinside_impl, EDI2, design data management system, ubuntu, C++, C, Ada, Java."
60,АЧОУ ВО «ИУБиП» (г. Пятигорск),Ставропольский край,"Аккредитованное частное образовательное учреждение высшего образования «Институт Управления, Бизнеса и Права» (г. Пятигорск)",http://www.piubp.ru/,http://www.piubp.ru/piubip/umo/reglaments/polojhenie_ob_organizacii_obr_processaa_dlya_invalidov.pdf,
61,БОУ ВО «ЧГИКИ» Минкультуры Чувашии,Чувашская Республика - Чувашия,"Бюджетное образовательное учреждение высшего образования Чувашской Республики  «Чувашский государственный институт культуры и искусств» Министерства культуры, по делам национальностей и архивного дела Чувашской Республики",http://chgiki.ru/abitur/,https://chgiki.ru/abitur/priemnaya-kampaniya-na-2022-2023-uchebnyy-god/bachelor/,
62,ВИВТ - АНОО ВО,Воронежская область,Воронежский институт высоких технологий - автономная некоммерческая образовательная организация высшего образования,https://vivt.ru/,https://vivt.ru/vo/bachelor/is-z-is,
64,"ГОВПО ""ДОНЕЦКИЙ НАЦИОНАЛЬНЫЙ УНИВЕРСИТЕТ ЭКОНОМИКИ И ТОРГОВЛИ ИМЕНИ МИХАИЛА ТУГАН-БАРАНОВСКОГО""","образовательные учреждения, находящиеся за пределами Российской Федерации","ГОСУДАРСТВЕННАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""ДОНЕЦКИЙ НАЦИОНАЛЬНЫЙ УНИВЕРСИТЕТ ЭКОНОМИКИ И ТОРГОВЛИ ИМЕНИ МИХАИЛА ТУГАН-БАРАНОВСКОГО""",https://donnuet.education/,,"Google Workspace for Education, LinkedIn Learning, Notability, Nearpod, Kami, Zoom, Canva, Slack, Microsoft OneDrive, Microsoft Teams, Mendeley, Quizlet, Coursera for Campus, Google Analytics, Google Tag Manager, YouTube, Facebook Messenger, Apple Pages, Apple Numbers, Apple Keynote, Evernote, Flipgrid, Excel, Skype for Business, Adobe Captivate, Blackboard Webinar."
65,ВОЛГОГРАДСКАЯ ГОСУДАРСТВЕННАЯ КОНСЕРВАТОРИЯ ИМ. П.А. СЕРЕБРЯКОВА,Волгоградская область,ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ВОЛГОГРАДСКАЯ ГОСУДАРСТВЕННАЯ КОНСЕРВАТОРИЯ ИМЕНИ П.А. СЕРЕБРЯКОВА»,http://new.serebryakovka.ru/,https://new.serebryakovka.ru/abiturientu/priyom-po-vpo/,"1С, Adobe Acrobat, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Apache Guacamole, Browser, Chrome, CK Editor, Cisco Webex, Derivative Push, Discord, Drupal, Duckduckgo, Electronic Work, Evotor, FileZilla, Firefox, Google Analytics, Google Meet, Google Workspace, Microsoft 365, Microsoft Excel, Microsoft Office, Microsoft OneDrive, Microsoft Outlook, Microsoft PowerPoint, Microsoft Teams, Microsoft Visio, Microsoft Word, Moodle, NetScout, Notepad++, Onlyoffice, OpenMeetings, OpenOlat, PlagScan, Prof insp, Moodle, Mozilla Firefox, MySQL, Office 365, OneDrive, OneNote, Open Board, OpenMeetings, ownCloud, PhpMyAdmin, Polls, PostgreSQL, R Server, Resource Organization, selfmie, Helm Office, Violla, Visual Studio Code, VisualSVN, Wireshark, WordPress, YouTrack."
66,"ГОУ ВПО ЛНР ""ЛГУ им. В. ДАЛЯ""","образовательные учреждения, находящиеся за пределами Российской Федерации","ГОСУДАРСТВЕННОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ЛУГАНСКОЙ НАРОДНОЙ РЕСПУБЛИКИ ""ЛУГАНСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМЕНИ ВЛАДИМИРА ДАЛЯ""",http://daluniver.ru/,https://daluniver.ru/struktura/fakultety/fakultet-kompyuternykh-sistem-i-informatsionnykh-tekhnologij/kafedra-informatsionnykh-i-upravlyayushchikh-sistem.html,"Oracle, 1C, PostgreSQL, MS SQL Server, IBM DB2, IBM WebSphere, Apache JMeter, IBM Rational Rose, Java (Enterprise Edition), Microsoft Visual Studio, Python, Scilab, OpenCV, LabVIEW, MATLAB, Git,VisualSVN, specialist systems, Autodesk AutoCAD, Autodesk Revit, Autodesk Inventor, 3ds Max, Autodesk Maya, Blender, Č(Adobe),  LaTeX,  Microsoft Office, LibreOffice, Zhang, Google Suite, SPSS, COMSOLMultiphysics, IBM SPSS Statistics, IBM SPSS Modeler, Maple, MathCAD, Autodesk Simulation, EPLAN, CATIA."
68,ГОУВПО ДОННТУ,"образовательные учреждения, находящиеся за пределами Российской Федерации",ГОСУДАРСТВЕННОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ «ДОНЕЦКИЙ НАЦИОНАЛЬНЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ»,https://donntu.ru/,https://donntu.ru/fisp,
70,"ГУ ЛНР ""ЛАВД ИМ. Э.А. ДИДОРЕНКО""",Луганская Народная Республика,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЛУГАНСКОЙ НАРОДНОЙ РЕСПУБЛИКИ ""ЛУГАНСКАЯ АКАДЕМИЯ ВНУТРЕННИХ ДЕЛ ИМЕНИ Э.А.ДИДОРЕНКО""",https://lavd.su/,https://lavd.su/,"Microsoft Office, Adobe Acrobat DC, Adobe Photoshop, Autodesk AutoCAD, Google Chrome, Mozilla Firefox, Microsoft Outlook, Microsoft Teams, Zoom, Skype, Camtasia, Microsoft Visio, Microsoft Project, LaTeX, IRnibir Studio, Adobe Illustrator, Adobe InDesign, Adobe Premiere Pro, DJV-View, Inkscape, Microsoft Stream, Power BI Desktop, Microsoft Endpoint Manager, Statistical Package for the Social Sciences (SPSS), ABBYY Lingvo, Яндекс Переводчик, EndNote, MATLAB, Сент OPC, BLAZING, Oracle Data Integrator, Microsoft Access, Microsoft Excel, Microsoft Project, Lost Narrative, Grapholitha, Microsoft Visual Studio."
71,ГУ ЛНР «ЛГМУ ИМ. СВЯТИТЕЛЯ ЛУКИ»,"образовательные учреждения, находящиеся за пределами Российской Федерации",ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЛУГАНСКОЙ НАРОДНОЙ РЕСПУБЛИКИ «ЛУГАНСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ ИМЕНИ СВЯТИТЕЛЯ ЛУКИ»,http://www.lgmu.ru/,http://www.lgmu.ru/docs/science/aspirant/ПОРЯДОК_разработки_программ_аспирантуры_ФГТ.pdf,
72,"МГУУ Правительства Москвы, Университет Правительства Москвы",г. Москва,Государственное автономное образовательное учреждение высшего образования «Московский городской университет управления Правительства Москвы имени Ю.М. Лужкова»,https://mguu.ru/,https://mguu.ru/wp-content/uploads/2015/10/Informatika8.pdf,"Microsoft Office, OpenOffice,LibreOffice, Python, AWS, Cisco, Microsoft Azure, MySQL, SQL Server, Oracle, MariaDB, Java, Linux, HTML, CSS, JavaScript, Git, CompTIA A+, CompTIA Network+, CompTIA Security+, CompTIA IT Operations Specialist, CompTIA Secure Infrastructure Specialist, Amazon AWS Cloud Practitioner, ITIL Foundation Certification, PMI CAPM, LPI Linux Essentials."
